,PMID,Eligible,Model,Disease,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
67,34899033,Yes,Spatiotemporal,Covid-19,"Urban spatial epidemic simulation model: A case study of the second COVID-19 outbreak in Beijing, China","Huang Q, Liu Q, Song C, Liu X, Shu H, Wang X, Liu Y, Chen X, Chen J, Pei T.",Trans GIS. 2021 Oct 8:10.1111/tgis.12850. doi: 10.1111/tgis.12850. Online ahead of print.,Huang Q,Trans GIS,2021,2021/12/13,PMC8646780,,10.1111/tgis.12850
68,34898823,Yes,Compartmental,Covid-19,A network SIRX model for the spreading of COVID-19,"Dimou A, Maragakis M, Argyrakis P.",Physica A. 2022 Mar 15;590:126746. doi: 10.1016/j.physa.2021.126746. Epub 2021 Dec 8.,Dimou A,Physica A,2022,2021/12/13,PMC8653413,,10.1016/j.physa.2021.126746
69,34898816,Yes,Compartmental,Covid-19,Estimated reproduction ratios in the SIR model,"Elliott S, Gouriéroux C.",Can J Stat. 2021 Dec;49(4):992-1017. doi: 10.1002/cjs.11663. Epub 2021 Oct 8.,Elliott S,Can J Stat,2021,2021/12/13,PMC8653142,,10.1002/cjs.11663
70,34896895,Yes,Compartmental,Covid-19,Cross-sectional cycle threshold values reflect epidemic dynamics of COVID-19 in Madagascar,"Andriamandimby SF, Brook CE, Razanajatovo N, Randriambolamanantsoa TH, Rakotondramanga JM, Rasambainarivo F, Raharimanga V, Razanajatovo IM, Mangahasimbola R, Razafindratsimandresy R, Randrianarisoa S, Bernardson B, Rabarison JH, Randrianarisoa M, Nasolo FS, Rabetombosoa RM, Ratsimbazafy AM, Raharinosy V, Rabemananjara AH, Ranaivoson CH, Razafimanjato H, Randremanana R, Héraud JM, Dussart P.",Epidemics. 2022 Mar;38:100533. doi: 10.1016/j.epidem.2021.100533. Epub 2021 Nov 29.,Andriamandimby SF,Epidemics,2022,2021/12/13,PMC8628610,,10.1016/j.epidem.2021.100533
71,34895497,Yes,Compartmental,Covid-19,COVID-19 wastewater epidemiology: a model to estimate infected populations,"McMahan CS, Self S, Rennert L, Kalbaugh C, Kriebel D, Graves D, Colby C, Deaver JA, Popat SC, Karanfil T, Freedman DL.",Lancet Planet Health. 2021 Dec;5(12):e874-e881. doi: 10.1016/S2542-5196(21)00230-8.,McMahan CS,Lancet Planet Health,2021,2021/12/13,PMC8654376,,10.1016/S2542-5196(21)00230-8
72,34894622,Yes,Time Series,Covid-19,Effectiveness of social distancing interventions in containing COVID-19 incidence: International evidence using Kalman filter,"Prakash N, Srivastava B, Singh S, Sharma S, Jain S.",Econ Hum Biol. 2022 Jan;44:101091. doi: 10.1016/j.ehb.2021.101091. Epub 2021 Dec 2.,Prakash N,Econ Hum Biol,2022,2021/12/11,PMC8638209,,10.1016/j.ehb.2021.101091
73,34889300,Yes,Time Series,Hepatitis C,"HCV extinction analysis in district Gujrat, Pakistan by using SARIMA and linear regression models","Rashid M, Ismail H.",Medicine (Baltimore). 2021 Dec 10;100(49):e28193. doi: 10.1097/MD.0000000000028193.,Rashid M,Medicine (Baltimore),2021,2021/12/10,PMC8663847,,10.1097/MD.0000000000028193
74,34886507,Yes,Time Series,Malaria,"Epidemiological Trends of Malaria in Five Years and under Children of Nsanje District in Malawi, 2015-2019","Gondwe T, Yang Y, Yosefe S, Kasanga M, Mulula G, Luwemba MP, Jere A, Daka V, Mudenda T.",Int J Environ Res Public Health. 2021 Dec 3;18(23):12784. doi: 10.3390/ijerph182312784.,Gondwe T,Int J Environ Res Public Health,2021,2021/12/10,PMC8657219,,10.3390/ijerph182312784
75,34886437,Yes,Spatiotemporal,Covid-19,The Disproportionate Impact of COVID-19 among Undocumented Immigrants and Racial Minorities in the US,"Hasan Bhuiyan MT, Mahmud Khan I, Rahman Jony SS, Robinson R, Nguyen UDT, Keellings D, Rahman MS, Haque U.",Int J Environ Res Public Health. 2021 Dec 2;18(23):12708. doi: 10.3390/ijerph182312708.,Hasan Bhuiyan MT,Int J Environ Res Public Health,2021,2021/12/10,PMC8656825,,10.3390/ijerph182312708
76,34886355,Yes,Compartmental,General (theoretical model),The Effect of Local and Global Interventions on Epidemic Spreading,"Fan J, Du H, Wang Y, He X.",Int J Environ Res Public Health. 2021 Nov 30;18(23):12627. doi: 10.3390/ijerph182312627.,Fan J,Int J Environ Res Public Health,2021,2021/12/10,PMC8657414,,10.3390/ijerph182312627
77,34882679,Yes,Spatiotemporal,Dengue,"The impact of climate suitability, urbanisation, and connectivity on the expansion of dengue in 21st century Brazil","Lee SA, Economou T, de Castro Catão R, Barcellos C, Lowe R.",PLoS Negl Trop Dis. 2021 Dec 9;15(12):e0009773. doi: 10.1371/journal.pntd.0009773. eCollection 2021 Dec.,Lee SA,PLoS Negl Trop Dis,2021,2021/12/09,PMC8691609,,10.1371/journal.pntd.0009773
78,34881217,Yes,Compartmental,Covid-19,The Impact of Strict Public Health Measures on COVID-19 Transmission in Developing Countries: The Case of Kuwait,"Al-Shammari AA, Ali H, Alahmad B, Al-Refaei FH, Al-Sabah S, Jamal MH, Alshukry A, Al-Duwairi Q, Al-Mulla F.",Front Public Health. 2021 Nov 22;9:757419. doi: 10.3389/fpubh.2021.757419. eCollection 2021.,Al-Shammari AA,Front Public Health,2021,2021/12/09,PMC8645687,,10.3389/fpubh.2021.757419
79,34877249,Yes,Spatiotemporal,Covid-19,Examining spatiotemporal evolution of racial/ethnic disparities in human mobility and COVID-19 health outcomes: Evidence from the contiguous United States,"Hu S, Xiong C, Younes H, Yang M, Darzi A, Jin ZC.",Sustain Cities Soc. 2022 Jan;76:103506. doi: 10.1016/j.scs.2021.103506. Epub 2021 Oct 29.,Hu S,Sustain Cities Soc,2022,2021/12/08,PMC8639208,,10.1016/j.scs.2021.103506
80,34876601,Yes,Time Series,Covid-19,Counterfactual time series analysis of short-term change in air pollution following the COVID-19 state of emergency in the United States,"Dey T, Tyagi P, Sabath MB, Kamareddine L, Henneman L, Braun D, Dominici F.",Sci Rep. 2021 Dec 7;11(1):23517. doi: 10.1038/s41598-021-02776-0.,Dey T,Sci Rep,2021,2021/12/08,PMC8651777,,10.1038/s41598-021-02776-0
81,34874981,Yes,Compartmental,Covid-19,"An age-structured SEIR model for COVID-19 incidence in Dublin, Ireland with framework for evaluating health intervention cost","Jaouimaa FZ, Dempsey D, Van Osch S, Kinsella S, Burke K, Wyse J, Sweeney J.",PLoS One. 2021 Dec 7;16(12):e0260632. doi: 10.1371/journal.pone.0260632. eCollection 2021.,Jaouimaa FZ,PLoS One,2021,2021/12/07,PMC8651129,,10.1371/journal.pone.0260632
82,34872559,Yes,Compartmental,Covid-19,"Effects of prolonged incubation period and centralized quarantine on the COVID-19 outbreak in Shijiazhuang, China: a modeling study","Zhu W, Zhang M, Pan J, Yao Y, Wang W.",BMC Med. 2021 Dec 7;19(1):308. doi: 10.1186/s12916-021-02178-z.,Zhu W,BMC Med,2021,2021/12/07,PMC8648499,,10.1186/s12916-021-02178-z
83,34869960,Yes,Agent-based,Covid-19,Agent-based modeling of COVID-19 outbreaks for New York state and UK: Parameter identification algorithm,"Krivorotko O, Sosnovskaia M, Vashchenko I, Kerr C, Lesnic D.",Infect Dis Model. 2022 Mar;7(1):30-44. doi: 10.1016/j.idm.2021.11.004. Epub 2021 Nov 27.,Krivorotko O,Infect Dis Model,2022,2021/12/06,PMC8627046,,10.1016/j.idm.2021.11.004
84,34865617,Yes,Agent-based,Covid-19,Impact of vaccine prioritization strategies on mitigating COVID-19: an agent-based simulation study using an urban region in the United States,"Tatapudi H, Das R, Das TK.",BMC Med Res Methodol. 2021 Dec 5;21(1):272. doi: 10.1186/s12874-021-01458-9.,Tatapudi H,BMC Med Res Methodol,2021,2021/12/06,PMC8645225,,10.1186/s12874-021-01458-9
85,34863395,Yes,Time Series,Multiple different agents,"Decline of Influenza and Respiratory Viruses With COVID-19 Public Health Measures: Alberta, Canada","Doroshenko A, Lee N, MacDonald C, Zelyas N, Asadi L, Kanji JN.",Mayo Clin Proc. 2021 Dec;96(12):3042-3052. doi: 10.1016/j.mayocp.2021.09.004. Epub 2021 Sep 20.,Doroshenko A,Mayo Clin Proc,2021,2021/12/05,PMC8450272,,10.1016/j.mayocp.2021.09.004
86,34863336,Yes,Spatiotemporal,Schistomiasis,Effect of preventive chemotherapy with praziquantel on schistosomiasis among school-aged children in sub-Saharan Africa: a spatiotemporal modelling study,"Kokaliaris C, Garba A, Matuska M, Bronzan RN, Colley DG, Dorkenoo AM, Ekpo UF, Fleming FM, French MD, Kabore A, Mbonigaba JB, Midzi N, Mwinzi PNM, N'Goran EK, Polo MR, Sacko M, Tchuem Tchuenté LA, Tukahebwa EM, Uvon PA, Yang G, Wiesner L, Zhang Y, Utzinger J, Vounatsou P.",Lancet Infect Dis. 2022 Jan;22(1):136-149. doi: 10.1016/S1473-3099(21)00090-6. Epub 2021 Dec 2.,Kokaliaris C,Lancet Infect Dis,2022,2021/12/05,PMC8695385,,10.1016/S1473-3099(21)00090-6
87,34857840,Yes,Compartmental,Covid-19,On the use of aggregated human mobility data to estimate the reproduction number,"Vanni F, Lambert D, Palatella L, Grigolini P.",Sci Rep. 2021 Dec 2;11(1):23286. doi: 10.1038/s41598-021-02760-8.,Vanni F,Sci Rep,2021,2021/12/03,PMC8639785,,10.1038/s41598-021-02760-8
88,34857815,Yes,Time Series,General (theoretical model),New statistical model for misreported data with application to current public health challenges,"Moriña D, Fernández-Fontelo A, Cabaña A, Puig P.",Sci Rep. 2021 Dec 2;11(1):23321. doi: 10.1038/s41598-021-02620-5.,Moriña D,Sci Rep,2021,2021/12/03,PMC8640038,,10.1038/s41598-021-02620-5
89,34856112,Yes,Compartmental,Covid-19,"Transmission Dynamics of Large Coronavirus Disease Outbreak in Homeless Shelter, Chicago, Illinois, USA, 2020","Chang YS, Mayer S, Davis ES, Figueroa E, Leo P, Finn PW, Perkins DL.",Emerg Infect Dis. 2022 Jan;28(1):76-84. doi: 10.3201/eid2801.210780. Epub 2021 Dec 2.,Chang YS,Emerg Infect Dis,2022,2021/12/02,PMC8714208,,10.3201/eid2801.210780
90,34851954,Yes,Compartmental,General (theoretical model),When and why direct transmission models can be used for environmentally persistent pathogens,"Benson L, Davidson RS, Green DM, Hoyle A, Hutchings MR, Marion G.",PLoS Comput Biol. 2021 Dec 1;17(12):e1009652. doi: 10.1371/journal.pcbi.1009652. eCollection 2021 Dec.,Benson L,PLoS Comput Biol,2021,2021/12/01,PMC8668103,,10.1371/journal.pcbi.1009652
91,34851953,Yes,Spatiotemporal,Rabies/ Lyssavirus,Current characteristics of animal rabies cases in Thailand and relevant risk factors identified by a spatial modeling approach,"Thanapongtharm W, Suwanpakdee S, Chumkaeo A, Gilbert M, Wiratsudakul A.",PLoS Negl Trop Dis. 2021 Dec 1;15(12):e0009980. doi: 10.1371/journal.pntd.0009980. eCollection 2021 Dec.,Thanapongtharm W,PLoS Negl Trop Dis,2021,2021/12/01,PMC8668119,,10.1371/journal.pntd.0009980
92,34849482,Yes,Agent-based,Rubella,Examination of scenarios introducing rubella vaccine in the Democratic Republic of the Congo,"Cheng A, Frey K, Mwamba GN, McCarthy KA, Hoff NA, Rimoin AW.",Vaccine X. 2021 Nov 12;9:100127. doi: 10.1016/j.jvacx.2021.100127. eCollection 2021 Dec.,Cheng A,Vaccine X,2021,2021/12/01,PMC8608602,,10.1016/j.jvacx.2021.100127
93,34848918,Yes,Compartmental,General (theoretical model),Public efforts to reduce disease transmission implied from a spatial game,"Burridge J, Gnacik M.",Physica A. 2022 Mar 1;589:126619. doi: 10.1016/j.physa.2021.126619. Epub 2021 Nov 25.,Burridge J,Physica A,2022,2021/12/01,PMC8612759,,10.1016/j.physa.2021.126619
94,34843552,Yes,Compartmental,Covid-19,"The effectiveness of Non-pharmaceutical interventions in reducing the COVID-19 contagion in the UK, an observational and modelling study","Galanis G, Di Guilmi C, Bennett DL, Baskozos G.",PLoS One. 2021 Nov 29;16(11):e0260364. doi: 10.1371/journal.pone.0260364. eCollection 2021.,Galanis G,PLoS One,2021,2021/11/29,PMC8629270,,10.1371/journal.pone.0260364
95,34841129,Yes,Compartmental,General (theoretical model),Impact of asymptomatic COVID-19 carriers on pandemic policy outcomes,"Pang W, Chehaitli H, Hurd TR.",Infect Dis Model. 2022 Mar;7(1):16-29. doi: 10.1016/j.idm.2021.11.003. Epub 2021 Nov 19.,Pang W,Infect Dis Model,2022,2021/11/29,PMC8603921,,10.1016/j.idm.2021.11.003
96,34837982,Yes,Time Series,Covid-19,Using GAM functions and Markov-Switching models in an evaluation framework to assess countries' performance in controlling the COVID-19 pandemic,"de Oliveira AMB, Binner JM, Mandal A, Kelly L, Power GJ.",BMC Public Health. 2021 Nov 27;21(1):2173. doi: 10.1186/s12889-021-11891-6.,de Oliveira AMB,BMC Public Health,2021,2021/11/28,PMC8626735,,10.1186/s12889-021-11891-6
97,34836505,Yes,Time Series,Malaria,Seasonality of confirmed malaria cases from 2008 to 2017 in Togo: a time series analysis by health district and target group,"Thomas A, Bakai TA, Atcha-Oubou T, Tchadjobo T, Bossard N, Rabilloud M, Voirin N.",BMC Infect Dis. 2021 Nov 26;21(1):1189. doi: 10.1186/s12879-021-06893-z.,Thomas A,BMC Infect Dis,2021,2021/11/27,PMC8620157,,10.1186/s12879-021-06893-z
98,34835173,Yes,Spatiotemporal,Covid-19,Implementation of a Vaccination Program Based on Epidemic Geospatial Attributes: COVID-19 Pandemic in Ohio as a Case Study and Proof of Concept,"Awad SF, Musuka G, Mukandavire Z, Froass D, MacKinnon NJ, Cuadros DF.",Vaccines (Basel). 2021 Oct 25;9(11):1242. doi: 10.3390/vaccines9111242.,Awad SF,Vaccines (Basel),2021,2021/11/27,PMC8625927,,10.3390/vaccines9111242
99,34832531,Yes,Time Series,Multiple different agents,Fall of Community-Acquired Pneumonia in Children following COVID-19 Non-Pharmaceutical Interventions: A Time Series Analysis,"Rybak A, Yang DD, Schrimpf C, Guedj R, Levy C, Cohen R, Gajdos V, Tort J, Skurnik D, Ouldali N, Angoulvant F.",Pathogens. 2021 Oct 24;10(11):1375. doi: 10.3390/pathogens10111375.,Rybak A,Pathogens,2021,2021/11/27,PMC8617667,,10.3390/pathogens10111375
100,34831862,Yes,Time Series,Dengue,Assessing the Effect of Climate Variables on the Incidence of Dengue Cases in the Metropolitan Region of Panama City,"Navarro Valencia V, Díaz Y, Pascale JM, Boni MF, Sanchez-Galan JE.",Int J Environ Res Public Health. 2021 Nov 18;18(22):12108. doi: 10.3390/ijerph182212108.,Navarro Valencia V,Int J Environ Res Public Health,2021,2021/11/27,PMC8619576,,10.3390/ijerph182212108
101,34831706,Yes,Compartmental,Covid-19,Modeling Effects of Spatial Heterogeneities and Layered Exposure Interventions on the Spread of COVID-19 across New Jersey,"Ren X, Weisel CP, Georgopoulos PG.",Int J Environ Res Public Health. 2021 Nov 14;18(22):11950. doi: 10.3390/ijerph182211950.,Ren X,Int J Environ Res Public Health,2021,2021/11/27,PMC8618648,,10.3390/ijerph182211950
102,34831508,Yes,Compartmental,Covid-19,"Estimating Economic Losses Caused by COVID-19 under Multiple Control Measure Scenarios with a Coupled Infectious Disease-Economic Model: A Case Study in Wuhan, China","Chen X, Gong W, Wu X, Zhao W.",Int J Environ Res Public Health. 2021 Nov 9;18(22):11753. doi: 10.3390/ijerph182211753.,Chen X,Int J Environ Res Public Health,2021,2021/11/27,PMC8621982,,10.3390/ijerph182211753
103,34829277,Yes,Time Series,Multiple different agents,No Change of Pneumocystis jirovecii Pneumonia after the COVID-19 Pandemic: Multicenter Time-Series Analyses,"Kim D, Kim SB, Jeon S, Kim S, Lee KH, Lee HS, Han SH.",J Fungi (Basel). 2021 Nov 19;7(11):990. doi: 10.3390/jof7110990.,Kim D,J Fungi (Basel),2021,2021/11/27,PMC8624436,,10.3390/jof7110990
104,34828565,Yes,Agent-based,Covid-19,Agent-Based Simulation of Virus Testing in Certain-Exposure Time through Community Health Service Centers' Evaluation-A Case Study of Wuhan,"Zhou X, Zhao J, Zheng D, Yu Y, Liu L.",Healthcare (Basel). 2021 Nov 8;9(11):1519. doi: 10.3390/healthcare9111519.,Zhou X,Healthcare (Basel),2021,2021/11/27,PMC8617634,,10.3390/healthcare9111519
105,34828458,Yes,Agent-based,Covid-19,How Can Hybrid Simulation Support Organizations in Assessing COVID-19 Containment Measures?,"Cimini C, Pezzotta G, Lagorio A, Pirola F, Cavalieri S.",Healthcare (Basel). 2021 Oct 21;9(11):1412. doi: 10.3390/healthcare9111412.,Cimini C,Healthcare (Basel),2021,2021/11/27,PMC8623759,,10.3390/healthcare9111412
106,34826084,Yes,Spatiotemporal,Covid-19,"Spatiotemporal analysis of COVID-19, air pollution, climate, and meteorological conditions in a metropolitan region of Iran","Moazeni M, Maracy MR, Dehdashti B, Ebrahimi A.",Environ Sci Pollut Res Int. 2021 Nov 26:1-14. doi: 10.1007/s11356-021-17535-x. Online ahead of print.,Moazeni M,Environ Sci Pollut Res Int,2021,2021/11/26,PMC8619654,,10.1007/s11356-021-17535-x
107,34818345,Yes,Compartmental,Covid-19,Bayesian inference across multiple models suggests a strong increase in lethality of COVID-19 in late 2020 in the UK,"Pietzonka P, Brorson E, Bankes W, Cates ME, Jack RL, Adhikari R.",PLoS One. 2021 Nov 24;16(11):e0258968. doi: 10.1371/journal.pone.0258968. eCollection 2021.,Pietzonka P,PLoS One,2021,2021/11/24,PMC8612566,,10.1371/journal.pone.0258968
108,34816266,Yes,Agent-based,Covid-19,"Model-estimated relationship between elementary school-related SARS-CoV-2 transmission, mitigation interventions, and vaccination coverage across community incidence levels","Giardina J, Bilinski A, Fitzpatrick MC, Kendall EA, Linas BP, Salomon J, Ciaranello AL.",medRxiv. 2021 Nov 16:2021.08.04.21261576. doi: 10.1101/2021.08.04.21261576. Preprint.,Giardina J,medRxiv,2021,2021/11/24,PMC8609905,,10.1101/2021.08.04.21261576
109,34815816,Yes,Time Series,Covid-19,Baseline Accuracies of Forecasting COVID-19 Cases in Russian Regions on a Year in Retrospect Using Basic Statistical and Machine Learning Methods,"Naumov AV, Moloshnikov IA, Serenko AV, Sboev AG, Rybka RB.",Procedia Comput Sci. 2021;193:276-284. doi: 10.1016/j.procs.2021.10.028. Epub 2021 Nov 19.,Naumov AV,Procedia Comput Sci,2021,2021/11/24,PMC8602972,,10.1016/j.procs.2021.10.028
110,34815733,Yes,Time Series,Covid-19,India perspective: CNN-LSTM hybrid deep learning model-based COVID-19 prediction and current status of medical resource availability,"Ketu S, Mishra PK.",Soft comput. 2021 Nov 19:1-20. doi: 10.1007/s00500-021-06490-x. Online ahead of print.,Ketu S,Soft comput,2021,2021/11/24,PMC8603002,,10.1007/s00500-021-06490-x
111,34815624,Yes,Compartmental,Covid-19,Modeling the effect of the vaccination campaign on the COVID-19 pandemic,"Angeli M, Neofotistos G, Mattheakis M, Kaxiras E.",Chaos Solitons Fractals. 2022 Jan;154:111621. doi: 10.1016/j.chaos.2021.111621. Epub 2021 Nov 19.,Angeli M,Chaos Solitons Fractals,2022,2021/11/24,PMC8603113,,10.1016/j.chaos.2021.111621
112,34815616,Yes,Compartmental,Covid-19,How efficient is contact tracing in mitigating the spread of COVID-19? a mathematical modeling approach,"Biala TA, Afolabi YO, Khaliq AQM.",Appl Math Model. 2022 Mar;103:714-730. doi: 10.1016/j.apm.2021.11.011. Epub 2021 Nov 19.,Biala TA,Appl Math Model,2022,2021/11/24,PMC8603240,,10.1016/j.apm.2021.11.011
113,34814729,Yes,Compartmental,Covid-19,"A runtime alterable epidemic model with genetic drift, waning immunity and vaccinations","Getz WM, Salter R, Luisa Vissat L, Koopman JS, Simon CP.",J R Soc Interface. 2021 Nov;18(184):20210648. doi: 10.1098/rsif.2021.0648. Epub 2021 Nov 24.,Getz WM,J R Soc Interface,2021,2021/11/24,PMC8611333,,10.1098/rsif.2021.0648
114,34814269,Yes,Agent-based,HIV,A reinforcement learning model to inform optimal decision paths for HIV elimination,"Khatami SN, Gopalappa C.",Math Biosci Eng. 2021 Sep 6;18(6):7666-7684. doi: 10.3934/mbe.2021380.,Khatami SN,Math Biosci Eng,2021,2021/11/24,PMC8613448,NIHMS1741109,10.3934/mbe.2021380
115,34812421,Yes,Time Series,Covid-19,Interaction-Temporal GCN: A Hybrid Deep Framework For Covid-19 Pandemic Analysis,"Yu Z, Zheng X, Yang Z, Lu B, Li X, Fu M.",IEEE Open J Eng Med Biol. 2021 Mar 4;2:97-103. doi: 10.1109/OJEMB.2021.3063890. eCollection 2021.,Yu Z,IEEE Open J Eng Med Biol,2021,2021/11/23,PMC8545025,,10.1109/OJEMB.2021.3063890
116,34812227,Yes,Compartmental,General (theoretical model),Stochastic formulation of multiwave pandemic: decomposition of growth into inherent susceptibility and external infectivity distributions,"Mukherjee S, Mondal S, Bagchi B.",J Chem Sci (Bangalore). 2021;133(4):118. doi: 10.1007/s12039-021-01981-8. Epub 2021 Nov 18.,Mukherjee S,J Chem Sci (Bangalore),2021,2021/11/23,PMC8600499,,10.1007/s12039-021-01981-8
117,34812204,Yes,Compartmental,Covid-19,The economics of stop-and-go epidemic control,"Gros C, Gros D.",Socioecon Plann Sci. 2021 Nov 18:101196. doi: 10.1016/j.seps.2021.101196. Online ahead of print.,Gros C,Socioecon Plann Sci,2021,2021/11/23,PMC8598258,,10.1016/j.seps.2021.101196
